BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
Mar-20,1.41,1.79,1.76,-2.92,-1.22,-0.80,1.02,-0.79,-0.34,-0.83,-0.46,-0.41,-2.78,-2.47,0.06,0.14,0.10,-1.37,0.00,0.14,0.28,-0.67,-1.40,0.99,-0.97,0.50,0.87,1.10,0.86,1.24,0.87,-0.11,-0.46,-0.23,-0.31,-0.59,-0.58,-0.29,-0.93,0.28,-0.74,-0.98,-0.62,-0.82,-0.01,0.06,-0.59,-0.42,0.20,-0.44,-0.32,-1.00,0.22,-2.38,-3.28,-0.23,-0.79,-0.44,-0.64,-0.98,-0.52,0.46,-0.95,-1.43,-1.53,-1.76,-0.31,-0.50,-1.76,-1.73,0.15,-0.13,0.51,-0.96,1.71,-2.28,-1.69,-1.00,-1.89,0.21,-6.28,-0.73
Apr-20,-1.75,-0.63,-1.18,-2.02,-1.11,-0.87,-0.43,-1.44,-0.27,-0.06,-1.68,-1.12,-1.01,-2.53,-0.50,-1.14,-1.63,-0.43,-1.22,-0.55,-1.97,0.27,-0.77,0.95,-0.61,0.19,0.35,-0.10,0.01,-0.40,-0.25,0.03,-0.86,-0.57,-1.55,-1.04,0.39,-0.87,-1.02,-0.60,-0.70,-1.02,-0.70,-0.33,-1.81,-0.60,0.41,-0.41,0.27,-0.91,-1.16,-1.08,-0.19,-0.29,0.99,-0.09,-1.18,-0.47,-0.27,-1.32,-0.77,-0.21,-1.08,1.52,0.57,1.44,0.82,0.85,1.27,-1.22,1.16,0.85,3.09,-0.11,1.18,2.59,1.32,2.03,2.30,1.47,1.68,1.24
May-20,1.59,-0.08,0.03,-0.13,1.23,0.94,1.46,0.24,1.33,1.58,1.03,1.77,1.16,0.33,-0.75,0.03,-1.02,-2.08,-1.85,2.61,0.94,-0.84,-0.56,-1.04,-0.32,-0.68,-1.24,-0.68,-0.68,-1.06,-0.52,0.05,0.04,0.13,-1.50,0.03,-1.10,-0.39,-0.73,0.69,-0.42,-0.90,-0.10,-0.12,-0.88,-0.20,-0.65,0.23,-0.14,-0.66,-1.09,-0.62,0.15,-0.70,-1.92,0.05,1.58,0.62,0.02,-0.24,0.50,0.56,0.87,-1.08,-2.22,0.36,-1.04,-0.27,0.18,0.57,1.30,1.17,0.05,-1.75,-1.22,0.06,1.22,0.08,0.04,0.16,2.88,-0.05
Jun-20,-0.28,-0.80,-0.08,0.31,-0.44,-0.11,0.01,-0.50,-1.12,2.33,-0.46,0.67,0.84,2.00,0.72,0.60,1.16,-0.13,0.38,0.48,1.15,-0.65,0.14,0.65,1.38,0.60,1.83,1.49,0.60,0.29,-0.05,0.69,0.95,-0.39,0.36,0.92,0.49,1.34,0.42,0.60,-0.43,0.94,1.10,0.76,-0.27,0.01,0.39,1.02,0.65,0.60,-0.46,0.26,-0.95,0.51,0.51,0.70,1.61,2.14,1.03,1.59,0.06,1.56,1.42,1.48,1.06,0.70,-0.23,-0.02,-0.37,2.91,0.34,3.33,-1.30,1.65,2.20,2.08,3.11,-3.78,-0.35,1.26,0.11,-0.75
Jul-20,-1.24,-2.23,-1.83,-1.12,-2.57,-1.13,-1.20,-0.59,-1.63,-3.43,-0.92,-1.09,-2.62,-1.27,-2.00,-1.23,-0.53,0.70,0.45,0.14,0.72,-0.05,0.19,-1.25,-1.36,-0.76,-1.05,-1.36,-0.34,-2.09,0.03,-1.86,-1.46,-1.26,-0.53,-0.77,-1.07,-1.22,-0.38,-1.82,-1.35,-1.32,-0.08,-0.41,-1.19,-1.85,-0.94,-1.02,-0.50,-0.12,-1.36,-0.46,0.17,0.24,-0.09,-1.20,-1.71,-1.21,-0.98,-1.00,-1.67,-0.59,0.53,0.30,-1.61,-0.94,-0.44,-0.03,-0.81,-0.64,0.34,0.43,0.65,-0.68,-0.57,1.01,-1.13,-1.53,-3.61,0.53,-2.37,-0.85
Aug-20,1.59,1.13,0.53,-0.42,-0.40,-0.30,-0.90,-0.35,-1.13,-1.44,-0.56,-0.76,-1.55,-1.45,-1.94,-1.15,-1.00,0.07,-1.19,-2.22,-2.47,-1.66,-0.97,-0.99,-1.31,-1.91,-1.51,-1.80,-1.48,-1.85,-1.58,-1.45,-1.37,-1.03,-1.30,-1.22,-0.90,-1.47,-1.34,-1.86,-1.98,-0.97,-0.26,-1.79,-1.05,-0.95,-1.70,-1.85,-1.28,-1.66,-1.55,-1.46,-1.91,1.73,-3.65,-0.68,-1.10,-1.90,-3.48,-2.57,-0.51,-1.10,-1.38,-2.45,-0.75,-0.87,-0.74,-1.10,-1.05,-1.30,-1.52,-0.28,-0.36,-0.30,-0.45,-1.63,-2.15,3.63,0.10,-0.57,-3.27,-2.87
Sep-20,0.26,-1.24,-0.22,1.09,0.98,-0.07,-1.05,0.57,-0.18,-1.07,-0.30,-0.53,-0.23,0.34,-0.42,-0.26,-0.17,-0.86,-0.37,0.45,1.46,-0.25,0.25,-0.55,-0.72,-0.95,-0.48,-1.15,-0.94,-0.06,-0.78,-0.84,-0.54,-0.86,-0.44,-0.43,-0.46,-0.38,-0.26,-0.58,-0.56,0.05,-0.27,-1.54,-0.43,-0.63,-0.42,-0.42,-0.89,-0.44,-1.30,-0.13,-0.47,-0.87,-0.49,0.06,-0.14,-0.76,-1.40,-1.28,-0.92,-1.06,-1.93,-0.65,-0.63,-0.51,-0.11,-1.11,0.09,0.42,-0.14,0.39,0.85,-0.31,-1.20,-0.78,0.47,-2.71,-1.63,-0.39,0.56,-0.37
Oct-20,1.20,3.35,3.31,3.69,1.54,1.59,2.05,2.67,2.90,2.08,2.87,1.94,2.84,3.13,0.73,0.89,0.24,0.82,-0.17,1.51,-1.08,1.12,1.35,-0.16,0.40,-0.32,-0.26,-0.22,0.11,0.88,0.74,0.29,0.22,0.46,0.35,1.10,1.15,-1.83,0.10,0.65,-0.90,-0.32,-0.53,0.52,0.31,-0.36,0.47,0.49,-0.47,-0.06,0.01,0.98,1.31,2.36,1.10,-0.08,1.25,0.38,0.62,0.82,0.29,-0.36,-0.54,-0.51,1.15,0.34,0.20,1.32,0.08,-0.07,0.47,-1.20,-0.86,0.90,-0.61,-1.98,-0.94,1.16,-3.79,-1.38,-1.41,-0.95
Nov-20,0.16,1.10,0.87,0.87,2.24,0.77,1.46,0.81,1.33,2.00,1.29,1.26,2.22,2.45,1.12,1.08,0.38,0.20,1.57,-0.12,2.07,0.83,1.30,1.06,1.15,1.10,1.29,1.57,0.47,1.48,1.13,1.74,1.46,1.28,1.14,1.20,1.14,1.63,1.77,1.71,3.67,2.27,1.43,2.15,2.07,1.32,0.93,0.88,0.51,2.12,1.98,0.22,0.42,0.28,0.73,1.13,2.02,1.10,1.81,2.53,1.58,0.91,1.28,-0.26,0.96,1.14,-0.01,0.33,0.43,0.02,-0.03,-1.52,0.01,0.77,-0.05,-0.93,2.66,1.79,0.56,1.82,3.12,1.26
Dec-20,3.17,3.74,5.08,3.38,4.51,2.44,3.18,2.33,1.21,1.55,2.15,3.62,2.56,2.85,2.24,1.55,0.67,3.02,2.19,4.03,2.34,3.32,3.60,1.25,2.22,2.38,1.77,1.96,2.74,2.13,1.29,1.60,1.36,1.71,1.54,2.20,2.35,1.74,1.55,2.13,2.80,1.61,1.42,2.41,1.75,1.84,1.09,1.72,1.27,3.80,2.17,2.40,1.38,1.68,2.81,0.68,1.85,0.36,0.84,1.70,1.39,0.84,0.88,1.53,1.07,2.11,1.27,0.84,1.47,0.46,0.82,0.99,3.19,0.47,0.52,-0.02,-1.14,1.93,2.41,0.77,2.95,1.76
Jan-21,1.45,3.46,2.65,2.05,2.82,1.37,1.20,0.63,0.61,0.48,0.63,1.08,1.10,2.81,1.41,1.18,1.13,2.76,1.61,2.79,4.93,3.34,3.02,0.71,0.24,0.68,0.59,0.17,-0.10,0.21,-0.08,0.84,0.94,0.08,1.02,-0.37,-0.95,0.85,0.16,0.25,0.04,0.56,0.36,0.16,2.13,1.50,1.42,0.92,1.67,2.09,3.17,2.29,0.64,-1.37,1.85,-0.33,-0.48,0.31,0.78,-0.01,0.26,0.55,0.65,2.16,2.71,2.21,-0.10,0.11,1.77,0.22,0.61,-0.05,-1.88,2.24,4.85,1.54,0.45,0.04,0.65,3.66,-0.53,1.02
Feb-21,-2.78,-2.65,-3.31,-2.11,-1.77,-1.37,-0.52,-1.86,-0.67,-1.21,-1.33,-1.68,-2.24,-1.92,-0.70,-0.58,0.04,0.42,0.69,0.59,-2.15,-2.50,-3.00,0.41,0.75,0.24,0.22,0.33,0.47,0.33,0.02,0.48,0.37,0.44,0.67,0.52,0.96,0.70,0.61,0.33,-0.18,0.17,-0.04,-0.21,0.35,-0.13,0.57,0.35,0.22,0.47,-0.20,1.37,-0.65,2.49,1.93,0.05,0.35,0.06,1.01,0.98,0.47,0.57,0.20,-0.95,-0.97,0.31,0.55,1.04,0.95,0.94,0.39,0.06,2.17,0.28,2.37,-2.21,-0.93,1.86,0.93,-1.03,1.64,3.17
Mar-21,-1.73,-1.87,-0.20,-1.01,-0.94,-0.38,-1.17,1.43,0.74,0.45,0.31,-0.09,2.23,0.79,0.29,-0.10,0.52,-0.54,-1.30,-1.38,0.13,-0.21,-1.12,0.54,0.27,0.54,0.21,-0.03,0.35,0.17,-0.22,0.64,0.36,0.24,0.41,0.22,0.09,0.46,1.77,1.85,0.34,1.11,0.70,0.85,0.75,0.83,-0.10,0.65,0.17,3.00,2.15,0.76,0.49,-0.51,-1.04,-0.17,-1.99,0.95,0.88,0.96,0.58,1.12,1.50,-0.10,1.00,1.41,0.60,-0.25,1.96,0.67,-0.07,1.40,-4.61,3.00,1.22,1.37,1.01,0.99,1.64,2.54,2.80,3.63
Apr-21,1.54,1.97,1.39,0.79,-0.22,-0.41,1.73,-0.32,0.63,1.34,0.15,0.62,-1.29,-1.12,1.05,0.57,0.35,-1.25,-1.25,-0.10,0.68,-0.16,-1.67,-0.05,0.77,1.11,0.45,1.34,0.27,0.87,1.16,-0.80,-0.19,-0.59,0.02,-0.03,-0.23,-0.31,0.16,-0.56,0.41,0.78,0.09,0.06,0.06,-0.19,0.47,0.33,0.50,-1.59,0.91,-0.41,0.82,0.00,3.53,0.06,0.54,-0.33,-0.49,-0.47,-1.21,-0.06,0.61,2.28,4.26,-0.44,1.04,2.29,0.00,2.17,0.70,0.34,3.41,1.49,-0.99,0.52,1.07,0.33,-1.72,-0.64,0.29,-4.04
May-21,1.82,0.26,0.18,-1.45,0.02,0.02,-0.11,-1.00,0.38,-0.40,-0.47,1.40,-0.62,1.15,-0.37,-0.02,-0.58,-0.07,1.29,1.00,-0.35,0.20,-0.46,0.98,0.43,0.05,1.01,0.74,-0.13,1.25,0.25,0.27,-0.08,0.14,0.02,0.16,0.33,-0.29,-0.89,0.45,0.74,-0.18,-0.10,-0.35,-1.16,0.00,0.75,0.19,0.82,-2.21,-1.33,0.00,2.24,-0.92,1.92,-0.25,0.25,1.03,1.21,0.60,2.07,0.48,0.84,0.86,-0.92,1.89,0.53,0.67,-0.17,2.03,2.06,3.46,0.23,0.19,3.61,1.67,-0.02,0.69,3.61,2.13,-1.25,-3.38
Jun-21,-0.68,-0.97,-0.32,1.04,0.50,-0.44,-0.76,-1.17,-1.63,-2.04,-0.73,-0.09,-2.59,-1.56,-0.58,-0.54,0.56,-0.68,-0.49,1.96,0.88,-0.59,-0.51,-1.60,-1.53,-0.38,-0.63,-1.25,-1.14,-1.31,-0.42,-1.47,-1.53,-0.55,-1.47,-1.48,-1.95,-0.51,-0.62,-1.84,-2.54,-1.06,-0.32,-1.61,-1.14,-1.17,-1.46,-0.45,-0.94,-3.22,-2.92,-1.77,-1.49,1.39,-3.23,1.51,3.82,1.07,-0.17,0.88,-0.32,1.86,0.76,-0.16,0.04,-3.60,-0.49,0.14,-0.97,-0.67,-0.14,0.94,-0.71,-0.07,0.14,2.38,1.98,-1.54,3.47,3.59,1.00,-1.00
Jul-21,0.80,-1.17,-0.48,2.07,-0.30,1.05,0.59,-0.14,-0.08,-0.64,0.70,0.58,0.43,-1.17,-0.81,-0.62,-0.63,0.74,1.21,0.25,-1.54,1.65,2.15,-0.24,-0.36,0.31,0.58,-0.39,0.79,-0.30,0.01,-0.19,-0.05,-0.81,-0.19,-0.11,-0.03,0.24,-0.21,1.12,1.28,-0.43,0.11,0.68,0.02,0.36,-0.05,0.06,-0.11,0.93,-0.05,0.01,1.18,-0.36,0.10,-0.91,0.77,-0.19,0.09,-0.07,0.01,-0.57,-0.07,0.40,1.15,-0.04,-0.03,-0.51,0.04,0.68,2.35,2.64,3.66,0.45,-1.56,-0.55,4.46,1.46,-2.31,4.45,-1.13,-0.19
Aug-21,-0.44,1.37,-1.02,0.20,-0.40,-0.43,0.66,-0.15,-1.19,-1.86,-0.33,-1.23,-1.03,-1.45,-0.21,-1.10,-0.37,-1.07,-1.41,0.32,-1.16,-1.83,-1.74,-0.36,-0.91,-0.03,0.08,-0.36,-0.64,-0.75,-0.11,-0.15,-0.15,-1.05,-0.21,-0.48,-0.67,0.01,0.46,-0.80,-0.92,-1.07,-0.24,0.25,0.29,0.34,-0.06,-0.47,-0.01,-1.69,-0.28,-0.92,-0.04,-3.38,-2.30,0.00,0.16,-0.88,-0.62,-2.26,-0.67,-1.00,-1.51,-0.84,-2.24,1.13,-0.75,-0.87,-1.47,-1.08,-0.06,2.18,1.44,-1.12,-0.38,-0.40,0.46,-0.98,-1.91,-2.52,-3.39,-1.15
Sep-21,-2.56,-1.71,-0.58,0.89,0.61,0.74,0.14,0.12,0.90,0.39,0.09,0.08,-1.47,0.87,-0.20,0.16,-0.44,-0.87,-1.39,1.12,2.30,0.90,0.05,-0.98,-0.89,-0.68,-1.28,-0.86,-1.29,-0.62,-1.13,-1.09,-1.07,-1.02,-1.36,-1.09,-0.84,-1.35,-0.71,-2.16,-1.22,-1.12,-1.09,-1.29,-1.04,-1.23,-0.91,-1.72,-1.29,-1.36,-0.25,-0.14,-0.85,-1.07,-1.94,0.78,0.94,-0.03,-0.24,-0.15,-0.16,0.68,0.56,-0.81,-1.64,-0.46,-0.63,-0.74,-0.82,-1.60,-0.44,0.49,-1.69,-4.15,-2.61,-1.95,0.11,-0.72,-1.39,-1.94,-3.56,-1.58
Oct-21,2.06,1.39,1.55,-0.37,-1.16,-0.25,0.27,0.70,1.26,0.96,0.67,1.31,2.46,2.16,-0.13,0.32,-0.25,0.34,0.47,-1.83,-0.34,0.16,0.02,-0.31,0.00,-0.95,0.06,0.14,0.12,0.80,-0.04,0.70,0.97,0.47,0.15,0.78,1.50,0.27,-0.24,-0.36,-0.21,0.54,0.09,0.09,0.11,0.25,0.25,0.19,-0.34,-0.35,-0.56,0.42,-0.88,0.47,-0.77,-1.04,-0.69,0.49,0.56,0.98,0.92,-0.72,-0.50,-0.37,1.63,0.12,-0.08,-1.22,0.11,-1.09,-0.29,-2.57,-2.24,2.03,-0.11,0.12,-0.97,1.63,-0.01,-1.00,0.21,-0.58
