,URUTAN,BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
69,69,2019-10-01,0.01,2.22,0.03,-0.04,0.33,-0.06,0.36,0.05,0.11,-0.04,0.21,0.0,0.28,0.07,0.07,0.87,0.12,0.89,-0.09,0.14,0.78,-0.46,0.0,0.88,-0.07,-0.17,-0.07,0.58,-0.15,0.43,-0.02,0.1,0.09,0.69,0.74,0.0,0.35,0.08,-0.12,-0.08,0.2,0.38,-0.04,0.35,-0.08,0.12,1.86,0.33,0.42,0.04,-0.2,-0.01,0.37,-0.24,0.35,0.03,-0.32,0.72,-0.09,1.84,0.06,0.6,0.08,0.14,0.19,0.0,-0.1,0.28,0.13,-0.02,0.14,-0.17,-0.04,-0.16,0.4,0.21,0.19,0.8,-0.48,0.0,0.2,0.38
70,70,2019-11-01,0.91,-0.06,-0.04,0.07,0.45,0.0,0.03,0.0,0.16,-0.01,0.17,0.03,0.65,0.24,0.45,-0.13,0.89,0.8,-0.37,0.16,-0.08,0.56,-0.03,0.5,0.34,0.05,-0.13,0.05,0.08,0.01,-0.01,0.24,0.18,0.03,0.02,0.55,0.27,0.1,0.31,0.2,0.22,0.12,0.01,0.25,0.11,0.1,0.29,0.1,0.24,0.4,0.32,0.16,0.73,0.17,0.08,-0.09,0.11,0.29,0.28,0.0,-0.04,0.6,-0.01,0.02,0.46,0.06,0.17,0.41,-0.09,0.0,-0.11,-0.58,-0.03,0.38,0.17,0.0,0.06,0.01,-0.08,3.58,0.29,0.25
71,71,2019-12-01,0.09,0.34,0.04,1.72,0.27,0.25,2.19,0.83,0.11,0.21,0.09,0.03,0.28,0.18,0.31,-0.01,-0.02,0.38,0.03,0.13,-0.12,0.0,0.04,0.34,0.46,0.49,0.23,1.75,0.9,0.0,0.0,0.06,0.17,0.31,0.32,0.7,0.16,0.39,0.24,0.09,2.89,0.49,0.86,0.16,0.28,0.19,0.35,-0.01,0.09,0.31,-0.01,0.0,0.0,0.65,0.56,0.57,0.08,-0.69,0.21,0.51,0.02,-0.12,0.2,-0.13,0.42,0.0,0.35,0.17,-0.34,0.0,0.06,0.23,0.08,0.15,0.14,0.11,0.17,0.03,0.05,0.88,0.24,0.31
72,72,2020-01-01,0.34,2.18,0.15,0.0,0.51,1.26,0.0,0.48,0.05,0.09,0.28,0.0,0.22,-0.76,0.56,0.29,-0.3,-0.05,0.37,0.0,1.19,-0.15,0.02,0.0,0.04,0.34,2.53,1.89,-0.36,0.0,0.0,2.58,0.13,-0.07,0.68,1.2,0.16,0.21,0.04,0.0,0.0,3.25,-0.36,-0.01,0.74,0.13,-0.33,0.0,1.42,0.62,-0.12,0.17,0.3,0.0,0.36,0.06,0.31,-0.22,0.38,0.99,0.03,0.11,0.23,0.45,0.0,0.82,0.28,0.0,2.76,0.94,0.0,0.09,0.0,0.83,-0.09,0.03,0.12,1.86,0.18,0.63,0.0,0.0
73,73,2020-02-01,0.0,-1.5,0.0,-0.21,-0.3,0.07,0.0,0.03,0.33,0.47,0.4,0.2,0.21,-4.32,-0.07,0.36,-0.9,0.61,0.5,0.0,0.1,-0.08,0.09,-1.01,-0.21,0.0,-0.08,-1.73,0.17,-0.14,0.02,-0.12,0.24,0.01,0.69,0.05,0.14,0.25,-0.13,0.48,0.08,0.0,0.35,0.02,0.14,-0.05,2.17,0.19,-0.78,0.33,0.31,-0.1,-0.95,0.04,-1.25,3.0,0.09,0.66,0.82,0.79,-0.21,-0.02,-0.29,4.35,0.33,0.27,0.5,0.0,0.43,-0.72,0.43,-0.16,0.0,0.66,0.59,0.52,0.04,0.14,-0.02,1.4,0.42,0.44
74,74,2020-03-01,-0.03,0.01,0.0,0.0,0.96,0.35,0.04,0.7,0.0,-0.03,0.15,0.0,0.53,0.1,0.71,0.48,0.02,0.0,0.0,0.2,0.12,0.41,0.0,0.02,0.0,0.32,0.1,-1.02,0.0,0.56,0.53,-0.05,0.14,0.48,-1.01,0.43,0.28,0.12,2.81,0.0,0.8,0.04,0.12,0.0,1.53,0.24,-0.28,-0.26,1.73,1.28,0.34,0.04,-0.18,0.14,0.62,0.28,-0.19,0.21,0.21,0.0,-0.03,0.23,1.28,0.01,-0.73,0.12,0.26,-0.28,0.47,0.47,0.0,0.54,0.19,0.46,0.35,-0.38,0.51,-0.21,0.05,0.83,0.32,0.34
75,75,2020-04-01,0.0,0.17,0.0,0.39,0.02,-1.39,-0.2,0.0,0.09,0.0,0.0,0.0,1.37,0.0,0.71,-0.06,0.68,0.0,0.0,-1.28,1.06,0.35,0.0,0.38,1.55,-0.2,0.0,0.0,0.0,0.89,0.0,0.0,0.08,0.17,0.04,-0.08,0.86,-0.02,0.0,-0.48,0.47,0.46,-0.07,0.11,0.03,0.18,-0.05,0.16,-0.22,-0.61,-0.48,-0.12,0.05,0.11,-0.06,-0.09,-0.04,-0.27,0.0,0.82,-0.06,2.6,1.64,0.0,0.49,1.38,0.0,0.0,0.8,-0.21,0.0,0.02,0.09,0.0,0.08,0.48,0.0,-0.15,-0.06,1.59,0.0,-0.11
76,76,2020-05-01,0.07,0.0,0.07,0.0,0.25,-0.02,0.29,0.19,0.02,0.11,0.0,-0.01,0.47,-1.02,-0.16,0.13,-0.17,0.0,0.0,0.06,0.53,0.0,-0.87,-0.07,1.18,0.19,0.0,0.62,0.35,0.0,0.17,0.83,0.86,0.34,0.76,0.62,-0.06,0.24,0.77,0.57,0.0,0.18,-0.35,0.0,0.29,0.06,0.24,0.0,0.49,0.08,0.28,0.03,-0.45,-0.39,0.2,-0.09,0.13,-0.16,-0.06,0.09,0.09,-1.05,-0.27,0.0,0.0,0.89,0.22,-0.07,-0.02,-0.07,0.2,1.17,0.0,0.22,0.35,0.19,0.09,0.24,0.21,-0.31,0.06,0.04
77,77,2020-06-01,0.02,-0.47,0.0,0.0,0.14,-0.62,0.16,0.84,0.04,0.06,-0.07,0.13,-0.7,0.01,-0.2,1.56,0.06,0.06,0.2,-0.06,0.0,-0.01,0.33,-0.02,-0.42,0.21,0.0,-0.58,0.01,0.11,0.02,0.38,0.1,0.0,0.94,-0.03,0.16,-0.09,1.63,0.0,0.06,0.07,0.19,-0.17,0.2,-0.1,0.54,0.0,0.63,0.13,0.48,0.52,0.97,0.11,-0.12,0.0,0.27,0.24,1.35,0.0,3.85,-0.14,-0.49,-0.38,0.0,0.0,0.24,3.85,1.85,-0.36,0.0,0.1,3.69,0.21,0.45,0.75,-0.04,0.14,0.21,-0.59,2.6,0.49
78,78,2020-07-01,0.0,0.14,0.0,0.0,0.77,-0.03,-0.08,0.01,0.0,0.0,1.49,0.01,0.04,1.18,0.71,0.48,-0.27,0.39,-0.04,-0.35,1.56,0.1,0.0,0.21,-0.24,0.22,0.0,-0.62,0.04,-0.86,0.31,-0.03,0.32,0.42,-0.22,0.73,-0.03,0.53,-1.88,0.0,0.0,0.28,-0.02,0.36,0.05,-0.43,0.69,0.0,-0.04,0.64,-1.73,0.07,0.01,0.12,0.54,-0.01,0.09,2.5,0.05,0.0,0.11,-0.17,0.41,0.9,1.25,0.33,0.22,0.0,-0.5,0.7,0.0,0.16,0.25,0.21,0.86,-0.69,0.01,0.34,0.67,-0.38,1.48,-0.25
79,79,2020-08-01,0.0,-0.61,0.03,0.0,0.46,-0.34,-1.5,0.11,0.06,0.36,-0.02,-0.02,0.0,-0.02,-0.08,0.72,0.7,0.34,0.0,0.0,0.28,0.07,0.07,-0.09,0.0,0.78,-0.31,0.23,0.16,1.02,0.13,0.04,0.02,0.21,-0.03,0.07,-0.05,0.0,-0.2,-0.55,0.0,-0.01,0.07,0.0,0.55,-0.11,-0.3,0.1,0.53,-1.03,1.84,0.32,0.83,0.04,-0.14,0.0,0.22,0.93,-2.29,0.0,0.01,0.15,0.25,0.07,0.57,0.09,0.08,0.0,0.16,0.57,-0.81,-0.06,-0.18,-0.42,-0.31,1.31,0.02,1.46,0.13,-0.24,0.16,-0.03
80,80,2020-09-01,0.0,0.08,0.0,0.0,-0.65,0.4,-0.12,-0.04,-0.02,0.0,-0.3,0.02,0.01,0.67,0.13,0.1,0.99,-0.12,-0.12,0.0,0.28,-0.03,0.18,-0.18,0.24,0.43,0.57,0.43,0.0,0.0,0.15,0.51,0.0,1.66,0.34,1.63,0.07,-0.25,0.0,0.03,0.54,0.32,0.0,0.17,0.2,0.32,-0.38,0.01,-0.01,0.41,0.05,-0.93,-0.49,0.03,0.1,0.18,-0.08,0.0,1.45,-0.04,-0.12,0.34,-0.33,0.0,0.08,-0.03,0.67,-0.07,-0.18,0.05,0.0,0.12,0.08,-0.27,-0.48,-2.92,-0.24,0.49,0.33,-0.61,0.0,0.02
81,81,2020-10-01,-0.08,0.21,0.0,0.0,-0.03,0.38,0.2,0.05,0.28,0.53,0.0,-0.03,0.0,0.54,1.01,-0.19,-0.68,0.01,-0.31,0.18,-0.96,0.15,-0.01,0.1,1.71,0.46,0.45,2.06,0.0,-0.04,0.0,0.06,0.0,0.0,-0.19,0.04,0.03,0.47,0.0,0.08,0.0,0.13,0.2,0.34,0.27,0.71,0.28,-0.15,0.65,-0.3,0.49,-0.08,0.38,-0.09,-0.23,0.0,0.06,0.03,0.71,2.82,0.1,-2.34,-1.03,0.0,-0.15,0.03,0.0,0.02,-0.09,-0.21,0.32,0.35,0.0,0.0,-0.59,-0.17,1.89,3.05,0.21,-0.37,0.0,-0.19
82,82,2020-11-01,0.04,0.03,0.0,0.0,0.0,-0.45,0.11,0.18,0.09,0.0,0.08,0.05,0.0,1.02,1.12,-0.13,0.44,0.0,0.0,1.34,-0.59,0.0,0.05,-0.06,0.95,0.31,0.06,0.07,0.5,0.06,0.0,0.06,-0.07,-0.1,0.36,0.03,-0.09,0.22,0.0,0.0,0.31,-0.15,0.35,0.04,0.02,0.18,0.17,0.24,0.32,0.13,-0.81,0.03,0.11,0.02,0.08,0.0,0.25,-0.23,-0.51,0.0,-0.04,0.65,0.02,0.96,0.0,0.0,0.47,0.9,-0.03,0.16,0.0,0.31,1.7,0.15,0.1,-2.5,0.0,0.12,0.07,0.21,-0.09,0.17
83,83,2020-12-01,-0.25,0.02,0.0,0.0,0.0,-0.09,0.03,0.0,0.05,0.0,0.0,0.04,0.44,0.09,0.23,-0.28,-1.9,0.13,0.0,0.0,0.0,0.0,0.0,-0.05,0.09,0.45,0.86,-0.22,0.57,0.69,0.0,0.77,0.18,-0.09,-0.26,0.06,0.04,-0.03,-0.01,0.0,0.0,-0.92,-0.08,0.0,0.02,0.14,0.46,0.08,0.19,0.06,0.32,-0.23,0.14,-0.09,-0.05,0.0,0.21,-0.01,-0.26,0.02,0.0,-0.07,-0.53,-0.22,0.0,0.09,0.02,0.0,0.75,0.08,0.0,-1.15,0.0,0.07,-0.12,0.37,-0.03,-0.04,1.24,0.62,0.0,-0.7
84,84,2021-01-01,0.18,-0.65,-2.24,0.82,0.0,0.01,-0.2,-0.5,0.17,1.58,0.09,0.68,0.37,-0.09,0.04,-0.45,-0.07,0.58,-0.23,0.0,-0.29,-0.75,0.0,0.07,-0.31,1.35,0.27,0.03,0.08,0.19,0.34,0.12,0.07,0.54,-0.02,0.13,0.22,0.55,0.12,0.0,0.0,0.0,0.68,0.0,-0.06,-0.12,-0.11,-0.17,0.38,0.21,0.72,-0.34,-0.01,0.01,-0.8,1.74,-0.45,-0.14,0.02,0.0,0.6,-1.63,-1.33,0.01,0.0,0.06,0.22,0.0,0.04,-0.07,0.0,-0.08,0.01,0.1,0.0,-0.17,-0.06,-0.16,0.03,0.07,-0.02,1.19
85,85,2021-02-01,0.09,0.2,0.08,0.0,0.0,0.29,1.38,0.13,0.68,0.7,-0.06,-0.02,0.11,-0.39,0.24,-0.33,0.0,0.65,-0.08,0.0,-1.02,0.0,0.02,0.15,0.56,0.0,0.3,0.74,0.04,0.21,0.01,0.01,0.25,-0.13,-0.11,0.04,-0.24,0.17,0.48,0.05,0.07,0.39,0.11,-0.02,0.01,0.25,0.27,0.34,-0.15,-0.01,-0.08,-0.31,0.27,-0.1,-0.4,0.05,0.79,0.26,0.3,0.1,0.17,1.56,0.05,-0.06,-0.91,0.01,0.0,0.0,1.32,0.14,0.0,-0.12,-2.23,0.0,0.08,-0.51,0.74,-0.15,0.05,-0.19,3.24,1.05
86,86,2021-03-01,-0.24,0.0,1.11,0.0,0.0,0.1,0.0,0.19,1.25,-0.04,-0.02,0.01,0.32,-0.73,0.28,0.08,-0.96,0.42,0.0,0.0,0.16,0.05,-0.01,-0.15,0.0,-0.08,0.0,-0.4,0.4,0.02,0.0,0.49,0.0,0.59,0.32,0.53,-0.33,-0.05,1.15,0.56,0.11,-0.17,-0.01,0.0,0.06,0.23,-0.22,-0.06,-0.31,0.47,0.19,0.77,0.47,-0.05,0.1,-0.04,0.28,-0.02,-1.53,0.0,0.0,0.12,-0.08,0.0,-0.57,0.03,-1.13,0.0,-0.15,0.06,0.0,0.0,0.0,0.0,0.03,0.1,-0.67,0.2,0.0,0.47,0.07,-0.1
87,87,2021-04-01,-0.02,0.0,-0.32,0.0,0.64,-0.1,0.01,0.0,0.28,0.11,0.02,0.0,0.0,0.03,-0.26,0.14,0.14,-0.67,-0.03,0.0,0.61,-0.51,-0.1,0.7,-0.14,0.08,1.08,-0.42,0.34,0.03,-0.06,0.01,0.0,0.0,0.04,0.02,0.06,0.12,0.01,0.0,0.2,0.62,0.01,0.04,0.08,0.35,-0.98,0.73,-0.14,-0.04,-0.6,0.12,0.08,0.05,0.01,-0.05,-0.27,-0.5,0.28,1.45,0.47,-0.01,-0.01,-0.04,-0.02,0.2,0.32,0.01,-0.31,0.73,0.0,0.07,0.54,0.11,0.43,0.3,0.0,0.3,0.06,-0.02,0.0,-1.12
88,88,2021-05-01,0.0,-0.12,-0.16,0.0,-0.14,-0.23,0.0,0.05,-0.05,-0.01,-0.17,1.18,0.0,0.54,0.5,0.95,0.17,-0.13,0.59,0.08,0.1,0.13,0.12,0.14,0.22,-0.05,0.13,-0.04,0.0,0.0,0.11,0.4,-0.27,-0.12,-1.04,0.09,0.03,0.37,0.35,0.0,0.0,0.9,0.04,-0.02,-0.11,0.06,0.17,0.0,0.25,-0.05,0.08,0.05,0.05,0.03,-0.02,-0.11,0.01,0.26,-0.22,0.0,0.05,-0.69,-1.15,-0.05,0.57,0.0,0.22,0.07,-0.03,0.08,0.0,-0.74,-0.68,0.0,0.97,0.2,0.0,0.04,-0.01,-1.29,-0.02,-2.08
89,89,2021-06-01,0.27,0.01,0.03,0.0,0.28,-0.12,0.03,0.72,0.0,0.0,0.44,0.01,0.0,0.02,-1.18,-0.13,-0.19,-0.13,0.17,-0.67,-1.72,0.62,0.14,0.76,0.02,-0.05,0.23,2.19,0.0,0.01,0.13,0.55,0.25,-0.33,0.23,0.16,0.12,0.59,0.15,0.0,0.0,-0.07,0.27,0.18,0.6,0.16,0.23,0.0,0.11,0.06,0.2,0.38,0.0,0.0,0.08,0.91,0.02,-0.12,1.4,1.02,0.94,0.27,1.92,0.19,-1.07,0.0,0.4,0.82,-1.02,0.07,0.0,-0.07,0.0,0.33,0.04,0.24,-0.03,0.22,0.13,0.57,0.02,2.48
90,90,2021-07-01,0.0,0.17,0.0,0.0,-0.04,0.01,-0.13,0.02,0.06,0.0,0.09,0.01,0.0,0.26,1.8,0.53,0.2,0.1,0.13,-0.08,2.14,0.02,-1.66,0.08,0.04,-0.07,0.22,0.39,0.05,0.02,0.0,0.0,0.53,0.0,0.67,0.15,-0.03,0.06,0.35,0.0,0.58,0.62,0.08,0.0,-0.01,0.0,-0.29,0.06,0.03,-0.02,-0.59,0.05,0.06,0.0,0.05,0.0,-0.17,-0.51,0.04,0.41,-0.12,0.0,0.97,0.11,-0.13,0.09,0.06,0.0,0.57,0.5,0.0,0.3,0.02,-0.21,-1.41,-0.2,0.0,0.0,0.0,0.01,0.32,0.45
91,91,2021-08-01,0.13,0.0,-0.05,0.0,0.42,0.08,0.01,1.67,0.3,0.38,0.13,0.01,0.9,0.64,0.18,-0.47,-0.08,0.03,-0.29,0.0,0.45,0.02,0.41,0.52,0.09,0.02,-0.59,0.79,0.7,-0.07,-0.01,0.22,0.06,0.33,0.23,-0.05,0.35,0.03,0.41,-0.08,0.0,-0.09,0.12,0.0,-0.04,0.59,-1.08,0.47,0.33,0.11,0.24,0.08,0.06,-0.02,0.21,-0.02,0.32,0.63,-0.02,-0.06,0.0,0.58,0.15,0.01,0.12,0.01,0.11,0.0,-0.57,0.82,0.0,-0.35,0.33,0.1,0.42,-1.15,-0.2,0.0,0.86,-0.02,-2.32,-0.13
92,92,2021-09-01,-0.13,0.04,-0.02,0.0,0.16,0.05,0.0,-0.19,0.04,-0.04,-0.19,-0.01,0.01,0.65,0.04,-0.4,0.0,0.0,1.31,0.09,-0.14,-0.36,1.31,0.04,-0.42,0.02,1.03,0.29,0.08,0.12,0.0,0.0,0.11,0.05,-0.33,0.0,0.74,0.05,-0.03,0.0,0.0,0.4,0.06,1.56,0.01,0.05,0.22,-0.1,-0.48,0.14,-0.99,0.09,0.03,0.02,0.14,0.1,1.06,1.47,1.18,0.0,0.11,-0.42,0.2,0.04,0.7,0.06,0.21,0.04,0.09,1.61,0.0,0.22,0.0,0.97,0.55,-0.49,0.03,-1.68,-0.02,-2.23,0.13,0.08
93,93,2021-10-01,-0.16,-0.07,-0.1,0.0,-0.38,0.06,0.0,1.09,0.0,0.08,0.92,0.05,1.96,0.28,0.29,0.07,0.84,0.1,1.59,0.0,0.09,0.11,-0.83,0.59,0.03,-0.14,0.01,-0.22,0.01,-0.72,0.0,0.04,0.06,0.0,0.07,0.01,-0.09,0.0,-0.1,0.0,0.0,-0.32,1.01,0.04,0.03,0.48,-0.26,-0.23,0.12,1.16,0.62,0.13,0.03,0.07,0.08,0.0,0.09,0.46,0.52,0.0,0.08,-0.62,0.31,-0.17,0.05,0.0,0.12,0.07,0.01,0.03,0.0,0.11,-0.09,0.0,-1.23,0.43,0.0,0.0,0.18,0.03,0.09,-0.18
