,URUTAN,BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
69,69,2019-10-01,0.04,-0.17,-0.18,0.55,0.03,0.33,0.75,-0.02,-0.07,-0.18,-0.02,0.13,-0.13,-0.13,-0.22,-0.06,0.1,-0.04,0.18,0.1,-0.12,0.11,0.05,0.23,0.42,-0.1,0.03,-0.2,0.02,-0.13,-0.14,-0.05,0.75,0.8,0.3,0.09,0.21,0.29,-0.19,-0.94,0.22,-0.12,-0.45,0.37,0.04,-0.17,0.33,0.75,-0.05,0.15,-0.34,0.08,-0.04,0.02,-0.09,-0.35,2.01,0.58,0.19,-0.06,0.03,0.27,0.04,0.71,0.18,0.57,-0.06,-0.34,-0.05,-0.53,0.19,-0.14,-0.13,0.16,0.22,0.16,0.28,0.32,-0.24,0.17,-0.02,0.08
70,70,2019-11-01,-0.13,-0.12,0.05,0.54,-0.14,-0.36,-0.07,-0.21,-0.14,0.45,-0.1,0.07,-0.1,-0.01,0.34,0.18,-0.04,0.07,-0.15,0.19,0.1,-0.34,-0.01,0.14,0.08,0.14,0.26,-0.12,0.59,-0.1,-0.05,-0.14,0.12,-0.12,0.49,-0.03,-0.12,-0.01,0.07,-0.36,-0.4,-0.18,-0.22,0.2,-0.06,-0.35,0.26,0.06,-1.17,0.12,-0.26,0.0,-0.04,0.19,0.1,-0.04,0.02,0.35,0.2,0.22,-0.09,-0.48,-0.16,-0.1,-0.24,0.43,0.0,0.13,-0.45,0.16,0.04,1.0,0.01,0.11,-0.14,0.28,0.3,0.28,-0.7,0.11,0.16,0.03
71,71,2019-12-01,0.02,-0.37,-0.08,0.68,-0.2,-0.45,-0.23,-0.34,-0.57,-0.25,-0.06,0.06,-0.11,-0.37,0.1,0.07,0.14,0.55,0.48,0.21,-0.01,-0.07,-0.02,-0.09,-0.02,0.03,0.92,0.05,1.27,0.0,0.0,-0.08,-0.15,-0.04,-0.04,-0.05,0.2,-0.18,0.18,-0.01,-0.13,-0.13,-0.36,0.2,-0.06,-0.24,-0.05,0.58,-0.02,0.32,-0.45,-0.11,-0.24,0.48,0.22,0.94,0.24,-0.07,0.13,-0.03,0.03,-0.36,0.78,-0.22,-0.12,0.08,0.02,0.16,-0.27,0.21,-0.05,0.0,-0.05,0.09,0.05,0.37,0.11,-0.15,2.26,-0.08,0.38,0.05
72,72,2020-01-01,-0.17,1.03,0.0,0.12,0.25,-0.04,0.12,0.02,0.09,0.13,0.11,0.0,0.04,0.01,0.0,0.03,0.2,-0.14,0.01,-0.01,0.37,0.1,0.32,0.19,0.22,0.71,0.0,0.0,0.02,0.01,1.94,0.1,0.15,0.6,0.0,0.03,1.1,-0.07,0.8,0.02,0.01,0.07,0.09,-0.09,0.05,-0.18,-0.02,0.58,0.54,0.1,-0.14,0.04,0.0,0.0,0.13,0.07,-0.6,0.0,-0.12,0.0,-0.13,0.05,0.09,0.04,0.45,0.47,0.33,0.33,0.4,-0.07,0.0,-0.13,0.73,0.0,0.0,0.02,-0.11,-0.11,0.09,0.19,0.0,0.0
73,73,2020-02-01,0.08,1.35,1.1,0.66,-0.65,0.43,0.29,0.0,1.28,0.0,0.15,0.11,-0.31,0.13,0.09,0.02,0.02,0.36,0.49,0.02,-0.08,0.0,0.0,0.31,-0.08,1.06,0.0,0.01,0.65,0.01,0.18,-0.21,-0.01,0.04,-0.04,0.0,-0.09,0.28,0.04,-0.09,0.01,0.0,0.29,0.15,0.0,-0.01,0.01,0.1,0.35,0.34,0.41,0.07,-0.01,0.39,-0.04,0.1,-0.49,-0.17,-0.05,0.67,-0.06,0.04,0.0,0.01,0.09,0.39,0.07,0.0,0.45,0.14,0.63,-0.04,0.08,1.16,0.26,0.1,0.48,0.44,-0.29,-0.59,0.01,0.05
74,74,2020-03-01,-0.09,0.75,0.09,0.7,0.15,-0.01,0.19,0.02,0.23,0.0,0.71,0.0,0.11,-0.18,0.0,0.01,0.07,0.0,0.0,0.05,0.01,-0.06,0.0,0.03,0.24,1.52,-0.07,0.02,0.45,0.12,0.0,-0.11,0.01,0.0,0.29,0.04,-0.14,0.4,0.0,0.0,0.05,0.13,0.18,0.1,0.68,0.09,0.21,0.0,0.43,1.49,0.68,-0.06,0.0,0.75,0.11,-0.11,-0.03,0.0,0.0,0.3,0.63,-0.04,0.07,0.1,0.14,0.41,0.64,0.0,0.21,0.15,0.02,0.13,-0.35,0.32,0.27,0.91,0.0,0.1,0.49,-0.42,0.0,-0.05
75,75,2020-04-01,0.0,0.0,0.31,0.0,0.0,0.07,0.0,-0.01,0.14,0.0,0.0,-0.01,0.0,0.0,0.0,-0.08,-0.03,0.0,0.0,-0.28,0.0,0.0,0.0,0.03,0.01,0.0,0.0,-0.01,0.25,0.0,-0.03,0.0,0.0,0.0,0.34,0.02,0.22,0.02,0.0,0.26,0.01,-0.17,0.04,0.28,0.19,-0.04,0.08,0.05,-0.01,0.0,0.0,0.02,0.0,-0.01,-0.02,0.0,0.0,-0.01,0.0,0.06,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.08,0.2,0.0,0.24,0.0,0.04,0.0,0.1,-0.03,0.0,0.0
76,76,2020-05-01,-0.16,-0.03,0.94,1.14,-0.1,0.0,1.75,0.0,0.21,-0.02,0.0,1.27,0.55,-1.32,0.86,0.62,0.14,0.0,0.0,0.77,0.05,0.01,0.1,0.08,0.04,0.71,0.0,-0.01,-0.01,0.0,0.0,0.41,0.01,0.0,0.18,0.0,0.95,-0.04,-0.32,-0.41,1.5,0.0,0.01,0.79,0.79,0.14,0.89,0.55,-0.07,0.0,-0.25,-0.25,0.04,-0.09,-0.05,-0.1,-1.92,0.01,-0.01,0.25,-0.19,-0.45,-1.06,0.0,0.0,0.16,1.3,1.82,0.27,0.08,0.25,0.0,0.0,0.0,0.01,0.37,0.15,0.53,-0.34,-1.29,0.0,-0.74
77,77,2020-06-01,0.09,0.0,0.0,0.67,0.0,0.0,0.23,0.0,1.04,0.03,0.0,0.21,0.01,-0.07,0.01,0.2,0.05,0.0,0.3,0.01,-0.08,0.0,-0.02,-0.05,0.07,0.01,0.0,0.08,0.36,0.0,0.03,0.1,0.04,0.73,0.09,0.0,0.4,0.05,0.72,-0.16,0.01,0.05,1.04,0.0,0.1,0.05,0.46,0.0,0.05,0.02,0.44,0.1,0.0,3.1,0.21,-0.13,-0.17,0.0,0.16,0.0,0.3,-1.51,-3.77,0.0,0.0,0.32,0.08,0.0,0.11,0.38,0.0,-0.45,0.21,0.0,-0.2,0.31,0.32,0.16,-0.02,-1.21,0.01,0.09
78,78,2020-07-01,0.13,0.0,0.25,0.51,0.0,0.64,0.13,0.04,0.23,0.5,0.01,0.01,0.14,0.0,0.01,0.16,0.11,-0.01,0.1,0.14,0.01,0.01,0.01,0.18,0.24,0.04,0.02,0.04,0.0,-0.01,0.0,0.14,0.1,0.33,0.32,0.05,0.4,0.32,0.6,0.94,0.01,0.14,-0.04,0.54,0.1,0.12,0.01,0.0,0.32,0.07,-0.61,0.21,0.0,0.06,-0.4,0.13,-0.13,0.48,0.27,0.35,-0.2,-0.96,-1.32,0.04,-0.03,0.58,0.09,-0.02,0.04,-0.06,0.0,0.0,0.02,0.36,0.98,0.37,0.0,0.08,-0.08,0.35,0.03,0.46
79,79,2020-08-01,0.23,0.0,0.0,0.02,0.0,0.27,0.18,0.04,0.0,0.0,0.05,-0.05,0.04,0.02,0.14,0.07,-0.01,0.03,0.0,-0.01,0.15,0.02,-0.04,0.01,-0.03,0.07,0.42,-0.01,-0.03,0.0,-0.27,0.0,0.0,0.16,0.92,0.02,0.14,0.02,0.0,0.58,0.09,0.21,0.04,0.0,0.03,0.04,0.0,0.17,0.19,0.56,-0.14,0.0,0.0,0.06,-0.11,-0.15,0.03,-0.09,-0.43,0.5,0.58,0.04,0.03,0.0,0.62,0.21,0.12,0.01,0.23,-0.16,-0.19,0.0,0.05,0.09,1.37,0.03,0.0,0.01,0.03,-0.34,-0.08,0.11
80,80,2020-09-01,-0.01,0.0,0.0,0.02,0.03,-0.09,0.24,0.0,0.0,0.06,0.0,-0.1,0.0,-0.17,0.04,0.08,-0.02,0.0,0.05,-0.01,-0.04,0.05,-0.01,0.04,0.09,0.25,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.17,0.25,0.0,0.56,-0.23,0.02,0.0,0.0,-0.02,0.03,-0.02,0.07,0.03,0.0,0.4,0.21,0.39,-0.55,0.02,0.0,0.09,-0.04,-0.06,-0.05,0.1,-0.03,0.0,-0.26,-3.21,0.01,0.09,0.02,0.23,0.04,0.0,0.06,-0.29,0.12,0.0,-0.58,0.34,0.54,0.0,0.06,0.0,-0.01,-0.05,0.0,-0.13
81,81,2020-10-01,0.0,0.0,0.0,0.09,0.04,0.0,0.4,0.02,0.01,0.0,0.0,-0.04,-0.02,0.0,0.01,-0.01,0.0,0.0,0.08,0.05,0.0,-0.07,0.0,0.13,0.23,0.8,0.1,0.06,0.05,0.0,0.03,0.17,0.06,0.34,0.21,0.08,0.19,0.16,0.01,0.07,-0.02,0.15,0.0,0.0,0.06,0.12,0.03,0.97,0.41,0.27,0.13,-0.03,0.01,0.05,-0.34,0.0,-0.11,-0.05,0.1,0.13,0.48,0.0,0.02,0.0,0.18,0.8,-0.03,0.0,-0.01,0.0,0.08,-0.96,0.0,0.16,-0.98,0.34,0.04,0.08,0.04,-1.25,-0.25,-0.05
82,82,2020-11-01,0.01,-0.11,0.0,0.54,0.0,0.44,0.15,0.0,0.0,-0.03,0.03,0.15,-0.02,-0.01,-0.01,0.05,0.0,0.0,0.08,0.0,0.0,-0.14,0.0,0.09,0.24,0.01,0.0,-0.03,0.55,0.03,0.13,0.04,0.02,0.0,-0.02,0.02,0.1,0.17,0.34,-0.02,0.0,0.19,0.05,0.0,0.12,0.08,1.07,-0.13,0.11,0.19,0.1,0.03,0.0,-0.04,-0.22,0.0,0.16,0.0,0.15,0.15,1.79,-0.12,0.13,0.0,0.1,0.51,0.05,0.0,0.0,-0.01,0.08,0.02,0.15,0.16,0.04,0.12,0.0,0.0,0.02,0.31,-0.09,-0.39
83,83,2020-12-01,0.02,0.0,0.0,5.32,0.01,0.12,0.27,0.0,0.07,0.03,0.0,0.0,0.32,0.02,0.01,0.3,0.12,0.0,0.0,-0.1,0.06,0.13,0.01,-0.1,-0.13,0.57,0.1,0.07,0.0,0.0,0.22,-0.45,0.03,0.0,0.03,0.03,0.12,0.21,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.16,0.35,0.04,-0.73,-0.01,0.01,-0.05,-0.38,0.04,0.23,-0.03,0.4,0.11,0.33,0.0,0.21,-0.01,0.13,-0.13,0.24,0.02,0.37,0.0,-0.01,0.49,0.11,0.25,0.3,0.52,0.82,-0.14,0.0,0.09,0.0,0.19
84,84,2021-01-01,-0.02,-0.33,0.04,0.11,0.18,0.03,0.17,0.21,0.14,0.0,0.43,0.0,0.27,-0.11,0.01,-0.04,0.0,0.16,0.0,0.06,0.35,0.2,0.02,0.19,0.06,-0.01,-0.21,0.01,0.08,0.0,0.08,0.19,0.0,0.3,0.6,0.06,0.01,0.24,0.33,0.14,0.04,0.03,-0.06,0.0,0.0,0.12,0.07,0.28,0.05,0.0,-0.28,0.41,0.01,0.08,0.0,0.28,0.1,0.16,0.85,0.14,0.04,1.53,0.0,0.0,0.22,0.18,0.15,0.0,0.0,0.09,0.11,-0.75,-0.04,0.22,0.0,0.37,0.0,-0.01,0.25,-0.35,0.0,0.34
85,85,2021-02-01,0.01,-0.6,1.99,0.0,0.3,0.06,0.1,0.0,0.0,0.0,-0.02,0.0,0.17,0.44,0.0,0.05,-0.05,0.0,0.11,0.0,0.09,-0.09,0.0,-0.02,0.87,0.02,-0.12,0.09,0.08,0.15,0.18,0.21,0.01,0.05,0.01,0.12,-0.02,0.05,-0.01,0.0,0.31,-0.12,0.11,0.14,0.04,0.05,0.05,0.14,0.14,0.18,-0.22,0.27,0.0,-0.02,-0.14,0.08,0.16,-0.06,0.2,-0.18,0.49,0.0,0.19,-0.02,-0.08,0.2,0.23,0.0,0.22,-0.24,0.05,0.04,0.06,0.1,0.06,0.0,-0.02,0.1,0.02,1.25,-0.02,0.26
86,86,2021-03-01,0.0,0.0,0.13,0.2,0.24,0.31,-0.07,0.0,0.0,0.0,0.23,0.0,0.05,0.53,0.03,0.0,0.26,0.0,0.0,0.01,0.55,0.03,0.44,-0.09,0.11,0.32,0.0,0.01,0.0,0.0,0.1,-0.25,0.01,0.0,0.02,0.27,0.06,-0.05,0.0,-0.07,0.4,0.09,0.0,0.0,0.04,0.02,0.04,0.66,0.04,0.0,0.61,0.04,0.06,-0.06,-0.03,-0.06,0.04,0.0,0.01,0.01,0.0,-1.53,0.17,0.0,0.03,0.48,-1.24,0.0,-0.01,0.01,-0.15,0.18,0.0,0.39,0.0,0.0,0.11,-0.05,-0.09,0.57,-1.0,0.79
87,87,2021-04-01,0.0,-0.27,0.34,0.78,0.01,0.22,0.72,0.12,0.27,0.05,0.12,0.86,0.0,0.0,0.34,0.39,0.11,0.48,0.53,0.02,0.05,0.08,0.35,0.31,1.08,0.19,-0.26,0.07,0.17,0.0,0.18,0.3,0.04,0.03,0.0,0.1,0.23,0.11,-0.05,0.41,1.54,0.03,0.08,0.17,0.18,-0.02,-0.24,0.41,0.44,0.56,-0.07,0.07,0.0,-0.22,-0.21,0.0,-0.07,0.24,0.14,0.07,0.58,0.29,0.62,-0.01,0.14,-0.14,0.08,0.0,0.15,0.0,0.0,0.65,-0.11,0.19,0.49,0.06,0.4,0.0,0.02,0.21,0.07,0.0
88,88,2021-05-01,0.59,-0.35,0.23,1.71,-0.06,2.16,1.18,0.0,0.31,0.0,0.0,1.35,0.66,-0.01,0.05,1.0,0.55,0.07,0.51,0.02,0.0,0.46,0.48,0.68,1.12,-0.03,0.29,0.01,0.5,-1.0,0.11,0.06,0.08,0.46,0.38,-0.03,0.45,-0.03,0.18,0.13,0.25,0.33,0.65,0.1,0.36,1.63,0.55,1.21,0.4,0.38,-1.3,0.03,0.32,0.05,-0.11,0.08,-0.05,0.34,0.52,0.71,0.75,-0.66,-0.46,0.09,0.0,0.33,0.44,0.17,0.75,0.29,1.55,0.0,0.52,1.16,0.96,0.84,-0.02,0.01,0.03,0.78,0.47,2.08
89,89,2021-06-01,0.15,0.23,0.02,-0.58,0.0,-0.14,-0.21,0.15,0.0,0.0,0.04,0.0,0.37,-0.04,0.35,0.01,0.09,0.15,0.0,0.0,0.1,0.17,0.0,-0.44,0.65,0.08,0.12,-0.04,0.07,-0.74,-0.06,0.19,0.25,0.0,0.01,0.1,0.03,-0.15,0.0,0.2,0.0,0.04,0.16,0.09,0.0,-0.02,0.03,-0.08,0.1,0.08,-0.53,0.04,0.1,0.1,0.33,0.0,0.14,0.01,0.13,0.06,-0.07,0.36,-0.66,-0.19,0.37,0.1,0.07,0.0,-0.21,0.06,-0.03,0.0,0.25,0.02,0.09,0.0,0.09,0.02,0.1,-0.18,0.12,-0.02
90,90,2021-07-01,-0.22,0.61,0.17,0.0,0.0,0.09,0.01,0.15,0.0,-0.03,0.0,0.0,0.05,0.0,0.22,0.0,-0.1,0.0,-0.18,0.0,0.26,0.37,0.0,0.06,0.1,-0.13,-0.01,0.05,0.38,-0.33,0.31,0.0,0.05,0.0,-0.06,0.0,0.0,-0.07,0.0,-0.01,0.01,0.0,0.0,0.03,0.0,0.03,0.0,0.3,0.02,0.0,0.01,0.72,0.0,0.0,-0.06,0.09,0.0,0.0,0.25,0.43,0.2,-0.3,-1.35,0.25,0.01,0.38,0.05,0.02,0.23,0.05,0.19,0.17,0.43,0.51,0.07,0.52,0.0,0.0,0.0,2.04,-0.05,0.36
91,91,2021-08-01,0.0,-0.24,0.0,0.0,0.19,0.08,0.28,0.02,0.0,0.03,0.03,0.0,0.17,-0.16,0.01,0.12,0.02,0.0,0.0,0.0,0.0,0.32,0.0,-0.28,0.44,0.0,-0.01,0.02,-0.05,0.0,0.14,0.2,0.16,0.0,-0.27,0.05,-0.01,-0.19,0.07,0.19,0.0,0.0,0.41,0.0,0.0,0.12,-0.15,0.0,0.15,0.06,-0.09,0.14,0.17,0.03,-0.11,0.0,0.1,-0.09,0.22,-0.13,-0.3,-0.81,0.22,0.0,-0.05,-0.27,-0.01,0.01,0.08,-0.03,-0.1,0.02,0.0,-0.06,0.3,0.09,0.01,-0.1,0.44,-1.11,0.01,0.09
92,92,2021-09-01,0.21,0.08,0.0,-0.01,-0.02,-0.03,0.14,0.0,0.01,0.0,0.06,0.0,0.0,-0.03,0.02,0.01,-0.01,0.0,0.03,0.0,0.11,-0.05,0.0,0.76,0.43,-0.02,0.0,0.1,0.11,-0.04,0.1,0.06,0.03,0.0,0.01,0.0,0.05,-0.02,0.06,0.19,0.0,0.07,0.12,0.63,0.26,0.09,0.02,0.22,0.09,0.02,0.22,0.15,0.0,0.09,-0.43,-0.33,-0.16,0.18,0.01,0.03,0.13,1.02,0.74,-0.02,0.09,-0.02,0.03,-0.06,0.1,-0.05,-0.17,0.06,0.33,-0.25,-0.13,1.73,-0.03,0.0,-0.12,-1.99,-0.16,0.0
93,93,2021-10-01,-0.3,-0.04,0.0,-0.07,-0.12,0.02,0.19,0.0,0.03,0.0,0.0,0.67,-0.17,0.0,0.09,0.02,0.0,0.0,0.02,-0.05,-0.27,-0.17,-0.2,0.31,0.69,0.0,0.01,0.44,0.0,0.03,0.06,-0.01,0.01,0.0,0.0,0.22,0.26,0.1,0.05,0.0,0.06,0.0,0.28,0.34,0.05,0.06,0.0,-0.2,0.67,0.04,0.11,0.07,0.0,0.08,0.03,-0.04,0.09,0.25,0.11,0.05,0.5,0.86,0.5,0.0,0.0,-0.3,0.21,0.0,0.02,0.18,0.0,0.0,-0.04,-0.09,0.07,0.13,0.0,-0.03,0.07,0.73,0.0,0.06
